00ZH               20131030                                                                                   
0601ZHA6N       20140101001245100000005000 0600005070000406   
0601ZHA6N       20140101001250100000005000 0600005160000412   
0601ZHA6N       20140101001255100000005000 0600005260000418   
0601ZHA6N       20140101001260100000005000 0600005350000424   
0601ZHA6N       20140101001265100000005000 0600005440000429   
0601ZHA6N       20140101001270100000005000 0600005530000435   
0601ZHA6N       20140101001275100000005000 0600005630000441   
0601ZHA6N       20140101001280100000005000 0600005720000446   
0601ZHA6N       20140101001285100000005000 0600005810000451   
0601ZHA6N       20140101001290100000005000 0600005910000457   
0601ZHA6N       20140101001295100000005000 0600006030000465   
0601ZHA6N       20140101001300100000005000 0600006120000470   
0601ZHA6N       20140101001305100000005000 0600006230000476   
0601ZHA6N       20140101001310100000005000 0600006320000482   
0601ZHA6N       20140101001315100000005000 0600006440000489   
0601ZHA6N       20140101001320100000005000 0600006540000495   
0601ZHA6N       20140101001325100000005000 0600006630000499   
0601ZHA6N       20140101001330100000005000 0600006730000505   
0601ZHA6N       20140101001335100000005000 0600006850000512   
0601ZHA6N       20140101001340100000005000 0600006950000518   
0601ZHA6N       20140101001345100000005000 0600007040000522   
0601ZHA6N       20140101001350100000005000 0600007150000529   
0601ZHA6N       20140101001355100000005000 0600007240000533   
0601ZHA6N       20140101001360100000005000 0600007350000539   
0601ZHA6N       20140101001365100000005000 0600007460000546   
0601ZHA6N       20140101001370100000005000 0600007560000551   
0601ZHA6N       20140101001375100000005000 0600007650000555   
0601ZHA6N       20140101001380100000005000 0600007770000562   
0601ZHA6N       20140101001385100000005000 0600007870000567   
0601ZHA6N       20140101001390100000005000 0600007960000572   
0601ZHA6N       20140101001395100000005000 0600008070000577   
0601ZHA6N       20140101001400100000005000 0600008180000583   
0601ZHA6N       20140101001405100000005000 0600008280000588   
0601ZHA6N       20140101001410100000005000 0600008380000593   
0601ZHA6N       20140101001415100000005000 0600008480000598   
0601ZHA6N       20140101001420100000005000 0600008590000604   
0601ZHA6N       20140101001425100000005000 0600008690000609   
0601ZHA6N       20140101001430100000005000 0600008790000614   
0601ZHA6N       20140101001435100000005000 0600008880000618   
0601ZHA6N       20140101001440100000005000 0600009000000624   
0601ZHA6N       20140101001445100000005000 0600009100000629   
0601ZHA6N       20140101001450100000005000 0600009200000633   
0601ZHA6N       20140101001455100000005000 0600009310000639   
0601ZHA6N       20140101001460100000005000 0600009440000645   
0601ZHA6N       20140101001465100000005000 0600009540000650   
0601ZHA6N       20140101001470100000005000 0600009650000655   
0601ZHA6N       20140101001475100000005000 0600009760000661   
0601ZHA6N       20140101001480100000005000 0600009880000666   
0601ZHA6N       20140101001485100000005000 0600009990000672   
0601ZHA6N       20140101001490100000005000 0600010110000677   
0601ZHA6N       20140101001495100000005000 0600010220000682   
0601ZHA6N       20140101001500100000005000 0600010340000688   
0601ZHA6N       20140101001505100000005000 0600010480000695   
0601ZHA6N       20140101001510100000005000 0600010590000700   
0601ZHA6N       20140101001515100000005000 0600010710000706   
0601ZHA6N       20140101001520100000005000 0600010830000711   
0601ZHA6N       20140101001525100000005000 0600010960000718   
0601ZHA6N       20140101001530100000005000 0600011080000723   
0601ZHA6N       20140101001535100000005000 0600011200000728   
0601ZHA6N       20140101001540100000005000 0600011310000733   
0601ZHA6N       20140101001545100000005000 0600011450000740   
0601ZHA6N       20140101001550100000005000 0600011570000745   
0601ZHA6N       20140101001555100000005000 0600011680000750   
0601ZHA6N       20140101001560100000005000 0600011800000755   
0601ZHA6N       20140101001565100000005000 0600011930000761   
0601ZHA6N       20140101001570100000005000 0600012050000766   
0601ZHA6N       20140101001575100000005000 0600012170000771   
0601ZHA6N       20140101001580100000005000 0600012290000777   
0601ZHA6N       20140101001585100000005000 0600012420000782   
0601ZHA6N       20140101001590100000005000 0600012530000787   
0601ZHA6N       20140101001595100000005000 0600012660000792   
0601ZHA6N       20140101001600100000200000 0600000000000887   
0601ZHA6N       20140101001800100000200000 0600000000001076   
0601ZHA6N       20140101002000100000500000 0600000000001366   
0601ZHA6N       20140101002500100000500000 0600000000001709   
0601ZHA6N       20140101003000100000500000 0600000000001969   
0601ZHA6N       20140101003500100000500000 0600000000002180   
0601ZHA6N       20140101004000100000500000 0600000000002341   
0601ZHA6N       20140101004500100000500000 0600000000002469   
0601ZHA6N       20140101005000100005000000 0600000000002866   
0601ZHA6N       20140101010000100005000000 0600000000003001   
0601ZHA7N       20140101000000100000080000 0700000020000026   
0601ZHA7N       20140101000080100000005000 0700000020000024   
0601ZHA7N       20140101000085100000005000 0700000020000023   
0601ZHA7N       20140101000090100000005000 0700000020000022   
0601ZHA7N       20140101000095100000005000 0700000020000021   
0601ZHA7N       20140101000100100000005000 0700000020000020   
0601ZHA7N       20140101000105100000005000 0700000020000019   
0601ZHA7N       20140101000110100000005000 0700000020000018   
0601ZHA7N       20140101000115100000005000 0700000020000017   
0601ZHA7N       20140101000120100000005000 0700000020000016   
0601ZHA7N       20140101000125100000005000 0700000020000016   
0601ZHA7N       20140101000130100000005000 0700000020000015   
0601ZHA7N       20140101000135100000005000 0700000020000015   
0601ZHA7N       20140101000140100000005000 0700000020000014   
0601ZHA7N       20140101000145100000005000 0700000020000014   
0601ZHA7N       20140101000150100000005000 0700000020000013   
0601ZHA7N       20140101000155100000005000 0700000020000013   
0601ZHA7N       20140101000160100000005000 0700000020000012   
0601ZHA7N       20140101000165100000005000 0700000020000012   
0601ZHA7N       20140101000170100000005000 0700000020000012   
0601ZHA7N       20140101000175100000005000 0700000020000011   
0601ZHA7N       20140101000180100000005000 0700000020000011   
0601ZHA7N       20140101000185100000005000 0700000020000011   
0601ZHA7N       20140101000190100000005000 0700000020000010   
0601ZHA7N       20140101000195100000005000 0700000020000010   
0601ZHA7N       20140101000200100000005000 0700000020000010   
0601ZHA7N       20140101000205100000005000 0700000020000010   
0601ZHA7N       20140101000210100000005000 0700000020000009   
0601ZHA7N       20140101000215100000005000 0700000020000009   
0601ZHA7N       20140101000220100000005000 0700000020000009   
0601ZHA7N       20140101000225100000005000 0700000020000009   
0601ZHA7N       20140101000230100000005000 0700000020000009   
0601ZHA7N       20140101000235100000005000 0700000020000008   
0601ZHA7N       20140101000240100000005000 0700000020000008   
0601ZHA7N       20140101000245100000005000 0700000020000008   
0601ZHA7N       20140101000250100000005000 0700000020000008   
0601ZHA7N       20140101000255100000005000 0700000020000008   
0601ZHA7N       20140101000260100000005000 0700000020000008   
0601ZHA7N       20140101000265100000005000 0700000020000007   
0601ZHA7N       20140101000270100000005000 0700000020000007   
0601ZHA7N       20140101000275100000005000 0700000020000007   
0601ZHA7N       20140101000280100000005000 0700000020000007   
0601ZHA7N       20140101000285100000005000 0700000020000007   
0601ZHA7N       20140101000290100000005000 0700000020000007   
0601ZHA7N       20140101000295100000005000 0700000020000007   
0601ZHA7N       20140101000300100000005000 0700000020000007   
0601ZHA7N       20140101000305100000005000 0700000020000007   
0601ZHA7N       20140101000310100000005000 0700000020000006   
0601ZHA7N       20140101000315100000005000 0700000020000006   
0601ZHA7N       20140101000320100000005000 0700000020000006   
0601ZHA7N       20140101000325100000005000 0700000020000006   
0601ZHA7N       20140101000330100000005000 0700000020000006   
0601ZHA7N       20140101000335100000005000 0700000020000006   
0601ZHA7N       20140101000340100000005000 0700000020000006   
0601ZHA7N       20140101000345100000005000 0700000020000006   
0601ZHA7N       20140101000350100000005000 0700000020000006   
0601ZHA7N       20140101000355100000005000 0700000020000006   
0601ZHA7N       20140101000360100000005000 0700000020000006   
0601ZHA7N       20140101000365100000005000 0700000020000005   
0601ZHA7N       20140101000370100000005000 0700000020000005   
0601ZHA7N       20140101000375100000005000 0700000020000005   
0601ZHA7N       20140101000380100000005000 0700000020000005   
0601ZHA7N       20140101000385100000005000 0700000020000005   
0601ZHA7N       20140101000390100000005000 0700000020000005   
0601ZHA7N       20140101000395100000005000 0700000020000005   
0601ZHA7N       20140101000400100000005000 0700000020000005   
0601ZHA7N       20140101000405100000005000 0700000020000005   
0601ZHA7N       20140101000410100000005000 0700000020000005   
0601ZHA7N       20140101000415100000005000 0700000020000005   
0601ZHA7N       20140101000420100000005000 0700000020000005   
0601ZHA7N       20140101000425100000005000 0700000020000005   
0601ZHA7N       20140101000430100000005000 0700000020000005   
0601ZHA7N       20140101000435100000005000 0700000020000005   
0601ZHA7N       20140101000440100000005000 0700000020000005   
0601ZHA7N       20140101000445100000005000 0700000020000004   
0601ZHA7N       20140101000450100000005000 0700000020000004   
0601ZHA7N       20140101000455100000005000 0700000020000004   
0601ZHA7N       20140101000460100000005000 0700000020000004   
0601ZHA7N       20140101000465100000005000 0700000020000004   
0601ZHA7N       20140101000470100000005000 0700000020000004   
0601ZHA7N       20140101000475100000005000 0700000020000004   
0601ZHA7N       20140101000480100000005000 0700000020000004   
0601ZHA7N       20140101000485100000005000 0700000020000004   
0601ZHA7N       20140101000490100000005000 0700000020000004   
0601ZHA7N       20140101000495100000005000 0700000020000004   
0601ZHA7N       20140101000500100000005000 0700000020000004   
0601ZHA7N       20140101000505100000005000 0700000020000004   
0601ZHA7N       20140101000510100000005000 0700000020000004   
0601ZHA7N       20140101000515100000005000 0700000020000004   
0601ZHA7N       20140101000520100000005000 0700000020000004   
0601ZHA7N       20140101000525100000005000 0700000020000004   
0601ZHA7N       20140101000530100000005000 0700000020000004   
0601ZHA7N       20140101000535100000005000 0700000020000004   
0601ZHA7N       20140101000540100000005000 0700000020000004   
0601ZHA7N       20140101000545100000005000 0700000020000004   
0601ZHA7N       20140101000550100000005000 0700000020000004   
0601ZHA7N       20140101000555100000005000 0700000020000004   
0601ZHA7N       20140101000560100000005000 0700000020000004   
0601ZHA7N       20140101000565100000005000 0700000020000004   
0601ZHA7N       20140101000570100000005000 0700000020000003   
0601ZHA7N       20140101000575100000005000 0700000020000003   
0601ZHA7N       20140101000580100000005000 0700000020000003   
0601ZHA7N       20140101000585100000005000 0700000020000003   
0601ZHA7N       20140101000590100000005000 0700000020000003   
0601ZHA7N       20140101000595100000005000 0700000020000003   
0601ZHA7N       20140101000600100000005000 0700000020000003   
