00LU               20141215                                                                                   
0601LUC7Y       20150101000550100000005000 0700001220000221   
0601LUC7Y       20150101000555100000005000 0700001270000228   
0601LUC7Y       20150101000560100000005000 0700001320000235   
0601LUC7Y       20150101000565100000005000 0700001370000241   
0601LUC7Y       20150101000570100000005000 0700001420000248   
0601LUC7Y       20150101000575100000005000 0700001470000255   
0601LUC7Y       20150101000580100000005000 0700001530000263   
0601LUC7Y       20150101000585100000005000 0700001580000269   
0601LUC7Y       20150101000590100000005000 0700001630000275   
0601LUC7Y       20150101000595100000005000 0700001690000283   
0601LUC7Y       20150101000600100000005000 0700001750000290   
0601LUC7Y       20150101000605100000005000 0700001800000296   
0601LUC7Y       20150101000610100000005000 0700001860000304   
0601LUC7Y       20150101000615100000005000 0700001920000311   
0601LUC7Y       20150101000620100000005000 0700001980000318   
0601LUC7Y       20150101000625100000005000 0700002030000324   
0601LUC7Y       20150101000630100000005000 0700002090000330   
0601LUC7Y       20150101000635100000005000 0700002150000337   
0601LUC7Y       20150101000640100000005000 0700002200000342   
0601LUC7Y       20150101000645100000005000 0700002260000349   
0601LUC7Y       20150101000650100000005000 0700002320000356   
0601LUC7Y       20150101000655100000005000 0700002380000362   
0601LUC7Y       20150101000660100000005000 0700002430000367   
0601LUC7Y       20150101000665100000005000 0700002490000373   
0601LUC7Y       20150101000670100000005000 0700002550000379   
0601LUC7Y       20150101000675100000005000 0700002610000385   
0601LUC7Y       20150101000680100000005000 0700002670000391   
0601LUC7Y       20150101000685100000005000 0700002730000397   
0601LUC7Y       20150101000690100000005000 0700002790000403   
0601LUC7Y       20150101000695100000005000 0700002850000409   
0601LUC7Y       20150101000700100000005000 0700002910000414   
0601LUC7Y       20150101000705100000005000 0700002970000420   
0601LUC7Y       20150101000710100000005000 0700003030000425   
0601LUC7Y       20150101000715100000005000 0700003090000431   
0601LUC7Y       20150101000720100000005000 0700003150000436   
0601LUC7Y       20150101000725100000005000 0700003210000441   
0601LUC7Y       20150101000730100000005000 0700003270000446   
0601LUC7Y       20150101000735100000005000 0700003340000453   
0601LUC7Y       20150101000740100000005000 0700003400000458   
0601LUC7Y       20150101000745100000005000 0700003470000464   
0601LUC7Y       20150101000750100000005000 0700003530000469   
0601LUC7Y       20150101000755100000005000 0700003600000475   
0601LUC7Y       20150101000760100000005000 0700003660000480   
0601LUC7Y       20150101000765100000005000 0700003720000485   
0601LUC7Y       20150101000770100000005000 0700003780000489   
0601LUC7Y       20150101000775100000005000 0700003850000495   
0601LUC7Y       20150101000780100000005000 0700003910000500   
0601LUC7Y       20150101000785100000005000 0700003970000504   
0601LUC7Y       20150101000790100000005000 0700004030000509   
0601LUC7Y       20150101000795100000005000 0700004100000514   
0601LUC7Y       20150101000800100000005000 0700004160000518   
0601LUC7Y       20150101000805100000005000 0700004220000523   
0601LUC7Y       20150101000810100000005000 0700004290000528   
0601LUC7Y       20150101000815100000005000 0700004350000532   
0601LUC7Y       20150101000820100000005000 0700004420000537   
0601LUC7Y       20150101000825100000005000 0700004480000541   
0601LUC7Y       20150101000830100000005000 0700004540000545   
0601LUC7Y       20150101000835100000005000 0700004610000550   
0601LUC7Y       20150101000840100000005000 0700004670000554   
0601LUC7Y       20150101000845100000005000 0700004740000559   
0601LUC7Y       20150101000850100000005000 0700004800000563   
0601LUC7Y       20150101000855100000005000 0700004870000568   
0601LUC7Y       20150101000860100000005000 0700004930000572   
0601LUC7Y       20150101000865100000005000 0700005000000576   
0601LUC7Y       20150101000870100000005000 0700005060000580   
0601LUC7Y       20150101000875100000005000 0700005130000585   
0601LUC7Y       20150101000880100000005000 0700005200000589   
0601LUC7Y       20150101000885100000005000 0700005270000594   
0601LUC7Y       20150101000890100000005000 0700005330000597   
0601LUC7Y       20150101000895100000005000 0700005400000602   
0601LUC7Y       20150101000900100000005000 0700005460000605   
0601LUC7Y       20150101000905100000005000 0700005530000609   
0601LUC7Y       20150101000910100000005000 0700005600000614   
0601LUC7Y       20150101000915100000005000 0700005660000617   
0601LUC7Y       20150101000920100000005000 0700005730000621   
0601LUC7Y       20150101000925100000005000 0700005790000624   
0601LUC7Y       20150101000930100000005000 0700005860000628   
0601LUC7Y       20150101000935100000005000 0700005920000631   
0601LUC7Y       20150101000940100000005000 0700005990000636   
0601LUC7Y       20150101000945100000005000 0700006060000640   
0601LUC7Y       20150101000950100000005000 0700006120000643   
0601LUC7Y       20150101000955100000005000 0700006190000646   
0601LUC7Y       20150101000960100000005000 0700006260000650   
0601LUC7Y       20150101000965100000005000 0700006320000653   
0601LUC7Y       20150101000970100000005000 0700006390000657   
0601LUC7Y       20150101000975100000005000 0700006450000660   
0601LUC7Y       20150101000980100000005000 0700006520000664   
0601LUC7Y       20150101000985100000005000 0700006590000667   
0601LUC7Y       20150101000990100000005000 0700006650000670   
0601LUC7Y       20150101000995100000005000 0700006720000674   
0601LUC7Y       20150101001000100000005000 0700006790000677   
0601LUC7Y       20150101001005100000005000 0700006860000681   
0601LUC7Y       20150101001010100000005000 0700006920000683   
0601LUC7Y       20150101001015100000005000 0700007000000688   
0601LUC7Y       20150101001020100000005000 0700007070000691   
0601LUC7Y       20150101001025100000005000 0700007140000695   
0601LUC7Y       20150101001030100000005000 0700007210000698   
0601LUC7Y       20150101001035100000005000 0700007300000704   
0601LUC7Y       20150101001040100000005000 0700007380000708   
0601LUC7Y       20150101001045100000005000 0700007460000712   
0601LUC7Y       20150101001050100000005000 0700007540000716   
0601LUC7Y       20150101001055100000005000 0700007620000721   
0601LUC7Y       20150101001060100000005000 0700007710000726   
0601LUC7Y       20150101001065100000005000 0700007790000730   
0601LUC7Y       20150101001070100000005000 0700007870000734   
0601LUC7Y       20150101001075100000005000 0700007970000740   
0601LUC7Y       20150101001080100000005000 0700008060000745   
0601LUC7Y       20150101001085100000005000 0700008150000749   
0601LUC7Y       20150101001090100000005000 0700008240000754   
0601LUC7Y       20150101001095100000005000 0700008330000759   
0601LUC7Y       20150101001100100000005000 0700008410000763   
0601LUC7Y       20150101001105100000005000 0700008520000769   
0601LUC7Y       20150101001110100000005000 0700008610000774   
0601LUC7Y       20150101001115100000005000 0700008700000779   
0601LUC7Y       20150101001120100000005000 0700008790000783   
0601LUC7Y       20150101001125100000005000 0700008900000789   
0601LUC7Y       20150101001130100000005000 0700008990000794   
0601LUC7Y       20150101001135100000005000 0700009080000798   
0601LUC7Y       20150101001140100000005000 0700009200000805   
0601LUC7Y       20150101001145100000005000 0700009290000810   
0601LUC7Y       20150101001150100000005000 0700009380000814   
0601LUC7Y       20150101001155100000005000 0700009490000820   
0601LUC7Y       20150101001160100000005000 0700009590000825   
0601LUC7Y       20150101001165100000005000 0700009680000829   
0601LUC7Y       20150101001170100000005000 0700009790000835   
0601LUC7Y       20150101001175100000005000 0700009890000840   
0601LUC7Y       20150101001180100000005000 0700009980000844   
0601LUC7Y       20150101001185100000005000 0700010090000850   
0601LUC7Y       20150101001190100000005000 0700010190000855   
0601LUC7Y       20150101001195100000005000 0700010280000858   
0601LUC7Y       20150101001200100000005000 0700010390000864   
0601LUC7Y       20150101001205100000005000 0700010490000869   
0601LUC7Y       20150101001210100000005000 0700010580000873   
0601LUC7Y       20150101001215100000005000 0700010690000878   
0601LUC7Y       20150101001220100000005000 0700010790000883   
0601LUC7Y       20150101001225100000005000 0700010880000886   
0601LUC7Y       20150101001230100000005000 0700011000000892   
0601LUC7Y       20150101001235100000005000 0700011090000896   
0601LUC7Y       20150101001240100000005000 0700011180000900   
0601LUC7Y       20150101001245100000005000 0700011300000906   
0601LUC7Y       20150101001250100000005000 0700011400000910   
0601LUC7Y       20150101001255100000005000 0700011490000914   
0601LUC7Y       20150101001260100000005000 0700011610000920   
0601LUC7Y       20150101001265100000005000 0700011710000924   
0601LUC7Y       20150101001270100000005000 0700011810000928   
0601LUC7Y       20150101001275100000005000 0700011930000934   
0601LUC7Y       20150101001280100000005000 0700012030000938   
0601LUC7Y       20150101001285100000005000 0700012120000941   
0601LUC7Y       20150101001290100000005000 0700012240000947   
0601LUC7Y       20150101001295100000005000 0700012340000951   
0601LUC7Y       20150101001300100000005000 0700012440000955   
0601LUC7Y       20150101001305100000005000 0700012560000961   
0601LUC7Y       20150101001310100000005000 0700012660000965   
0601LUC7Y       20150101001315100000005000 0700012760000969   
0601LUC7Y       20150101001320100000005000 0700012870000973   
0601LUC7Y       20150101001325100000005000 0700012970000977   
0601LUC7Y       20150101001330100000005000 0700013070000981   
0601LUC7Y       20150101001335100000005000 0700013190000986   
0601LUC7Y       20150101001340100000005000 0700013290000990   
0601LUC7Y       20150101001345100000005000 0700013390000994   
0601LUC7Y       20150101001350100000005000 0700013510000999   
0601LUC7Y       20150101001355100000005000 0700013610001003   
0601LUC7Y       20150101001360100000005000 0700013710001006   
0601LUC7Y       20150101001365100000005000 0700013840001012   
0601LUC7Y       20150101001370100000005000 0700013940001016   
0601LUC7Y       20150101001375100000005000 0700014040001019   
0601LUC7Y       20150101001380100000005000 0700014170001025   
0601LUC7Y       20150101001385100000005000 0700014270001028   
0601LUC7Y       20150101001390100000005000 0700014370001032   
0601LUC7Y       20150101001395100000005000 0700014500001038   
0601LUC7Y       20150101001400100000005000 0700014600001041   
0601LUC7Y       20150101001405100000005000 0700014700001044   
0601LUC7Y       20150101001410100000005000 0700014830001050   
0601LUC7Y       20150101001415100000005000 0700014930001053   
0601LUC7Y       20150101001420100000005000 0700015030001057   
0601LUC7Y       20150101001425100000005000 0700015170001063   
0601LUC7Y       20150101001430100000005000 0700015280001067   
0601LUC7Y       20150101001435100000005000 0700015390001071   
0601LUC7Y       20150101001440100000005000 0700015520001076   
0601LUC7Y       20150101001445100000005000 0700015630001080   
0601LUC7Y       20150101001450100000005000 0700015750001084   
0601LUC7Y       20150101001455100000005000 0700015890001090   
0601LUC7Y       20150101001460100000005000 0700016000001094   
0601LUC7Y       20150101001465100000005000 0700016110001098   
0601LUC7Y       20150101001470100000005000 0700016250001104   
0601LUC7Y       20150101001475100000005000 0700016370001108   
