00BS               20151102                                                                                   
0601BSN3N       20160101018100100000100000 0300000000000450   
0601BSN3N       20160101018200100000100000 0300000000000450   
0601BSN3N       20160101018300100000100000 0300000000000450   
0601BSN3N       20160101018400100000100000 0300000000000450   
0601BSN3N       20160101018500100000100000 0300000000000450   
0601BSN3N       20160101018600100000100000 0300000000000450   
0601BSN3N       20160101018700100000100000 0300000000000450   
0601BSN3N       20160101018800100000100000 0300000000000450   
0601BSN3N       20160101018900100000100000 0300000000000450   
0601BSN3N       20160101019000100000100000 0300000000000450   
0601BSN3N       20160101019100100000100000 0300000000000450   
0601BSN3N       20160101019200100000100000 0300000000000450   
0601BSN3N       20160101019300100000100000 0300000000000450   
0601BSN3N       20160101019400100000100000 0300000000000450   
0601BSN3N       20160101019500100000100000 0300000000000450   
0601BSN3N       20160101019600100000100000 0300000000000450   
0601BSN3N       20160101019700100000100000 0300000000000450   
0601BSN3N       20160101019800100000100000 0300000000000450   
0601BSN3N       20160101019900100000100000 0300000000000450   
0601BSN3N       20160101020000100001000000 0300000000000450   
0601BSN3N       20160101021000100001000000 0300000000000450   
0601BSN3N       20160101022000100001000000 0300000000000450   
0601BSN3N       20160101023000100001000000 0300000000000450   
0601BSN3N       20160101024000100001000000 0300000000000450   
0601BSN3N       20160101025000100001000000 0300000000000450   
0601BSN3N       20160101026000100001000000 0300000000000450   
0601BSN3N       20160101027000100001000000 0300000000000450   
0601BSN3N       20160101028000100001000000 0300000000000450   
0601BSN3N       20160101029000100001000000 0300000000000450   
0601BSN3N       20160101030000100001000000 0300000000000450   
0601BSN3N       20160101031000100001000000 0300000000000450   
0601BSN3N       20160101032000100001000000 0300000000000450   
0601BSN3N       20160101033000100001000000 0300000000000450   
0601BSN3N       20160101034000100001000000 0300000000000450   
0601BSN3N       20160101035000100001000000 0300000000000450   
0601BSN3N       20160101036000100001000000 0300000000000450   
0601BSN3N       20160101037000100001000000 0300000000000450   
0601BSN3N       20160101038000100001000000 0300000000000450   
0601BSN3N       20160101039000100001000000 0300000000000450   
0601BSN3N       20160101040000100001000000 0300000000000450   
0601BSN3N       20160101041000100001000000 0300000000000450   
0601BSN3N       20160101042000100001000000 0300000000000450   
0601BSN3N       20160101043000100001000000 0300000000000450   
0601BSN3N       20160101044000100001000000 0300000000000450   
0601BSN3N       20160101045000100001000000 0300000000000450   
0601BSN3N       20160101046000100001000000 0300000000000450   
0601BSN3N       20160101047000100001000000 0300000000000450   
0601BSN3N       20160101048000100001000000 0300000000000450   
0601BSN3N       20160101049000100001000000 0300000000000450   
0601BSN3N       20160101050000100001000000 0300000000000450   
0601BSN3N       20160101051000100001000000 0300000000000450   
0601BSN3N       20160101052000100001000000 0300000000000450   
0601BSN3N       20160101053000100001000000 0300000000000450   
0601BSN3N       20160101054000100001000000 0300000000000450   
0601BSN3N       20160101055000100001000000 0300000000000450   
0601BSN3N       20160101056000100001000000 0300000000000450   
0601BSN3N       20160101057000100001000000 0300000000000450   
0601BSN3N       20160101058000100001000000 0300000000000450   
0601BSN3N       20160101059000100001000000 0300000000000450   
0601BSN3N       20160101060000100010000000 0300000000000450   
0601BSN3N       20160101070000100010000000 0300000000000450   
0601BSN3N       20160101080000100010000000 0300000000000450   
0601BSN3N       20160101090000100010000000 0300000000000450   
0601BSN3N       20160101100000100010000000 0300000000000450   
0601BSN4N       20160101000000100000110000 0400000000000000   
0601BSN4N       20160101000110100000010000 0400000000000000   
0601BSN4N       20160101000120100000010000 0400000000000000   
0601BSN4N       20160101000130100000010000 0400000000000000   
0601BSN4N       20160101000140100000010000 0400000000000000   
0601BSN4N       20160101000150100000010000 0400000000000000   
0601BSN4N       20160101000160100000010000 0400000000000000   
0601BSN4N       20160101000170100000010000 0400000000000000   
0601BSN4N       20160101000180100000010000 0400000000000000   
0601BSN4N       20160101000190100000010000 0400000000000000   
0601BSN4N       20160101000200100000010000 0400000000000000   
0601BSN4N       20160101000210100000010000 0400000000000000   
0601BSN4N       20160101000220100000010000 0400000000000000   
0601BSN4N       20160101000230100000010000 0400000000000000   
0601BSN4N       20160101000240100000010000 0400000000000000   
0601BSN4N       20160101000250100000010000 0400000000000000   
0601BSN4N       20160101000260100000010000 0400000000000000   
0601BSN4N       20160101000270100000010000 0400000000000000   
0601BSN4N       20160101000280100000010000 0400000000000000   
0601BSN4N       20160101000290100000010000 0400000000000000   
0601BSN4N       20160101000300100000010000 0400000000000000   
0601BSN4N       20160101000310100000010000 0400000000000000   
0601BSN4N       20160101000320100000010000 0400000000000000   
0601BSN4N       20160101000330100000010000 0400000000000000   
0601BSN4N       20160101000340100000010000 0400000000000000   
0601BSN4N       20160101000350100000010000 0400000000000000   
0601BSN4N       20160101000360100000010000 0400000000000000   
0601BSN4N       20160101000370100000010000 0400000000000000   
0601BSN4N       20160101000380100000010000 0400000000000043   
0601BSN4N       20160101000390100000010000 0400000000000094   
0601BSN4N       20160101000400100000010000 0400000000000137   
0601BSN4N       20160101000410100000010000 0400000000000183   
0601BSN4N       20160101000420100000010000 0400000000000223   
0601BSN4N       20160101000430100000010000 0400000000000264   
0601BSN4N       20160101000440100000010000 0400000000000300   
0601BSN4N       20160101000450100000010000 0400000000000334   
0601BSN4N       20160101000460100000010000 0400000000000371   
0601BSN4N       20160101000470100000010000 0400000000000402   
0601BSN4N       20160101000480100000010000 0400000000000436   
0601BSN4N       20160101000490100000010000 0400000000000450   
0601BSN4N       20160101000500100000010000 0400000000000450   
0601BSN4N       20160101000510100000010000 0400000000000450   
0601BSN4N       20160101000520100000010000 0400000000000450   
0601BSN4N       20160101000530100000010000 0400000000000450   
0601BSN4N       20160101000540100000010000 0400000000000450   
0601BSN4N       20160101000550100000010000 0400000000000450   
0601BSN4N       20160101000560100000010000 0400000000000450   
0601BSN4N       20160101000570100000010000 0400000000000450   
0601BSN4N       20160101000580100000010000 0400000000000450   
0601BSN4N       20160101000590100000010000 0400000000000450   
0601BSN4N       20160101000600100000010000 0400000000000450   
0601BSN4N       20160101000610100000010000 0400000000000450   
0601BSN4N       20160101000620100000010000 0400000000000450   
0601BSN4N       20160101000630100000010000 0400000000000450   
0601BSN4N       20160101000640100000010000 0400000000000450   
0601BSN4N       20160101000650100000010000 0400000000000450   
0601BSN4N       20160101000660100000010000 0400000000000450   
0601BSN4N       20160101000670100000010000 0400000000000450   
0601BSN4N       20160101000680100000010000 0400000000000450   
0601BSN4N       20160101000690100000010000 0400000000000450   
0601BSN4N       20160101000700100000010000 0400000000000450   
0601BSN4N       20160101000710100000010000 0400000000000450   
0601BSN4N       20160101000720100000010000 0400000000000450   
0601BSN4N       20160101000730100000010000 0400000000000450   
0601BSN4N       20160101000740100000010000 0400000000000450   
0601BSN4N       20160101000750100000010000 0400000000000450   
0601BSN4N       20160101000760100000010000 0400000000000450   
0601BSN4N       20160101000770100000010000 0400000000000450   
0601BSN4N       20160101000780100000010000 0400000000000450   
0601BSN4N       20160101000790100000010000 0400000000000450   
0601BSN4N       20160101000800100000010000 0400000000000450   
0601BSN4N       20160101000810100000010000 0400000000000450   
0601BSN4N       20160101000820100000010000 0400000000000450   
0601BSN4N       20160101000830100000010000 0400000000000450   
0601BSN4N       20160101000840100000010000 0400000000000450   
0601BSN4N       20160101000850100000010000 0400000000000450   
0601BSN4N       20160101000860100000010000 0400000000000450   
0601BSN4N       20160101000870100000010000 0400000000000450   
0601BSN4N       20160101000880100000010000 0400000000000450   
0601BSN4N       20160101000890100000010000 0400000000000450   
0601BSN4N       20160101000900100000010000 0400000000000450   
0601BSN4N       20160101000910100000010000 0400000000000450   
0601BSN4N       20160101000920100000010000 0400000000000450   
0601BSN4N       20160101000930100000010000 0400000000000450   
0601BSN4N       20160101000940100000010000 0400000000000450   
0601BSN4N       20160101000950100000010000 0400000000000450   
0601BSN4N       20160101000960100000010000 0400000000000450   
0601BSN4N       20160101000970100000010000 0400000000000450   
0601BSN4N       20160101000980100000010000 0400000000000450   
0601BSN4N       20160101000990100000010000 0400000000000450   
0601BSN4N       20160101001000100000050000 0400000000000450   
0601BSN4N       20160101001050100000050000 0400000000000450   
0601BSN4N       20160101001100100000050000 0400000000000450   
0601BSN4N       20160101001150100000050000 0400000000000450   
0601BSN4N       20160101001200100000050000 0400000000000450   
0601BSN4N       20160101001250100000050000 0400000000000450   
0601BSN4N       20160101001300100000050000 0400000000000450   
0601BSN4N       20160101001350100000050000 0400000000000450   
0601BSN4N       20160101001400100000050000 0400000000000450   
0601BSN4N       20160101001450100000050000 0400000000000450   
0601BSN4N       20160101001500100000050000 0400000000000450   
0601BSN4N       20160101001550100000050000 0400000000000450   
0601BSN4N       20160101001600100000050000 0400000000000450   
