00OW               20161205                                                                                   
0601OWP5N       20170101000140100000005000 0500000030000021   
0601OWP5N       20170101000145100000005000 0500000030000020   
0601OWP5N       20170101000150100000005000 0500000030000020   
0601OWP5N       20170101000155100000005000 0500000030000019   
0601OWP5N       20170101000160100000005000 0500000030000018   
0601OWP5N       20170101000165100000005000 0500000030000018   
0601OWP5N       20170101000170100000005000 0500000030000017   
0601OWP5N       20170101000175100000005000 0500000030000017   
0601OWP5N       20170101000180100000005000 0500000030000016   
0601OWP5N       20170101000185100000005000 0500000030000016   
0601OWP5N       20170101000190100000005000 0500000030000016   
0601OWP5N       20170101000195100000005000 0500000030000015   
0601OWP5N       20170101000200100000005000 0500000030000015   
0601OWP5N       20170101000205100000005000 0500000030000014   
0601OWP5N       20170101000210100000005000 0500000030000014   
0601OWP5N       20170101000215100000005000 0500000030000014   
0601OWP5N       20170101000220100000005000 0500000030000013   
0601OWP5N       20170101000225100000005000 0500000030000013   
0601OWP5N       20170101000230100000005000 0500000030000013   
0601OWP5N       20170101000235100000005000 0500000030000013   
0601OWP5N       20170101000240100000005000 0500000030000012   
0601OWP5N       20170101000245100000005000 0500000030000012   
0601OWP5N       20170101000250100000005000 0500000030000012   
0601OWP5N       20170101000255100000005000 0500000030000012   
0601OWP5N       20170101000260100000005000 0500000030000011   
0601OWP5N       20170101000265100000005000 0500000030000011   
0601OWP5N       20170101000270100000005000 0500000030000011   
0601OWP5N       20170101000275100000005000 0500000030000011   
0601OWP5N       20170101000280100000005000 0500000030000011   
0601OWP5N       20170101000285100000005000 0500000030000010   
0601OWP5N       20170101000290100000005000 0500000030000010   
0601OWP5N       20170101000295100000005000 0500000030000010   
0601OWP5N       20170101000300100000005000 0500000030000010   
0601OWP5N       20170101000305100000005000 0500000030000010   
0601OWP5N       20170101000310100000005000 0500000030000010   
0601OWP5N       20170101000315100000005000 0500000030000009   
0601OWP5N       20170101000320100000005000 0500000030000009   
0601OWP5N       20170101000325100000005000 0500000030000009   
0601OWP5N       20170101000330100000005000 0500000030000009   
0601OWP5N       20170101000335100000005000 0500000030000009   
0601OWP5N       20170101000340100000005000 0500000030000009   
0601OWP5N       20170101000345100000005000 0500000030000009   
0601OWP5N       20170101000350100000005000 0500000030000009   
0601OWP5N       20170101000355100000005000 0500000030000008   
0601OWP5N       20170101000360100000005000 0500000030000008   
0601OWP5N       20170101000365100000005000 0500000030000008   
0601OWP5N       20170101000370100000005000 0500000030000008   
0601OWP5N       20170101000375100000005000 0500000030000008   
0601OWP5N       20170101000380100000005000 0500000030000008   
0601OWP5N       20170101000385100000005000 0500000030000008   
0601OWP5N       20170101000390100000005000 0500000030000008   
0601OWP5N       20170101000395100000005000 0500000030000008   
0601OWP5N       20170101000400100000005000 0500000030000007   
0601OWP5N       20170101000405100000005000 0500000030000007   
0601OWP5N       20170101000410100000005000 0500000030000007   
0601OWP5N       20170101000415100000005000 0500000030000007   
0601OWP5N       20170101000420100000005000 0500000030000007   
0601OWP5N       20170101000425100000005000 0500000030000007   
0601OWP5N       20170101000430100000005000 0500000030000007   
0601OWP5N       20170101000435100000005000 0500000030000007   
0601OWP5N       20170101000440100000005000 0500000030000007   
0601OWP5N       20170101000445100000005000 0500000030000007   
0601OWP5N       20170101000450100000005000 0500000030000007   
0601OWP5N       20170101000455100000005000 0500000030000007   
0601OWP5N       20170101000460100000005000 0500000030000006   
0601OWP5N       20170101000465100000005000 0500000030000006   
0601OWP5N       20170101000470100000005000 0500000030000006   
0601OWP5N       20170101000475100000005000 0500000030000006   
0601OWP5N       20170101000480100000005000 0500000030000006   
0601OWP5N       20170101000485100000005000 0500000030000006   
0601OWP5N       20170101000490100000005000 0500000030000006   
0601OWP5N       20170101000495100000005000 0500000030000006   
0601OWP5N       20170101000500100000005000 0500000030000006   
0601OWP5N       20170101000505100000005000 0500000030000006   
0601OWP5N       20170101000510100000005000 0500000030000006   
0601OWP5N       20170101000515100000005000 0500000030000006   
0601OWP5N       20170101000520100000005000 0500000030000006   
0601OWP5N       20170101000525100000005000 0500000030000006   
0601OWP5N       20170101000530100000005000 0500000030000006   
0601OWP5N       20170101000535100000005000 0500000030000006   
0601OWP5N       20170101000540100000005000 0500000030000006   
0601OWP5N       20170101000545100000005000 0500000030000005   
0601OWP5N       20170101000550100000005000 0500000030000005   
0601OWP5N       20170101000555100000005000 0500000030000005   
0601OWP5N       20170101000560100000005000 0500000030000005   
0601OWP5N       20170101000565100000005000 0500000030000005   
0601OWP5N       20170101000570100000005000 0500000030000005   
0601OWP5N       20170101000575100000005000 0500000030000005   
0601OWP5N       20170101000580100000005000 0500000030000005   
0601OWP5N       20170101000585100000005000 0500000030000005   
0601OWP5N       20170101000590100000005000 0500000030000005   
0601OWP5N       20170101000595100000005000 0500000030000005   
0601OWP5N       20170101000600100000005000 0500000030000005   
0601OWP5N       20170101000605100000005000 0500000030000005   
0601OWP5N       20170101000610100000005000 0500000030000005   
0601OWP5N       20170101000615100000005000 0500000030000005   
0601OWP5N       20170101000620100000005000 0500000030000005   
0601OWP5N       20170101000625100000005000 0500000030000005   
0601OWP5N       20170101000630100000005000 0500000030000005   
0601OWP5N       20170101000635100000005000 0500000030000005   
0601OWP5N       20170101000640100000005000 0500000030000005   
0601OWP5N       20170101000645100000005000 0500000030000005   
0601OWP5N       20170101000650100000005000 0500000030000005   
0601OWP5N       20170101000655100000005000 0500000070000011   
0601OWP5N       20170101000660100000005000 0500000120000018   
0601OWP5N       20170101000665100000005000 0500000190000028   
0601OWP5N       20170101000670100000005000 0500000260000039   
0601OWP5N       20170101000675100000005000 0500000330000049   
0601OWP5N       20170101000680100000005000 0500000390000057   
0601OWP5N       20170101000685100000005000 0500000460000067   
0601OWP5N       20170101000690100000005000 0500000530000077   
0601OWP5N       20170101000695100000005000 0500000600000086   
0601OWP5N       20170101000700100000005000 0500000650000093   
0601OWP5N       20170101000705100000005000 0500000720000102   
0601OWP5N       20170101000710100000005000 0500000790000111   
0601OWP5N       20170101000715100000005000 0500000860000120   
0601OWP5N       20170101000720100000005000 0500000920000127   
0601OWP5N       20170101000725100000005000 0500000990000136   
0601OWP5N       20170101000730100000005000 0500001060000145   
0601OWP5N       20170101000735100000005000 0500001130000153   
0601OWP5N       20170101000740100000005000 0500001180000159   
0601OWP5N       20170101000745100000005000 0500001250000167   
0601OWP5N       20170101000750100000005000 0500001320000175   
0601OWP5N       20170101000755100000005000 0500001380000182   
0601OWP5N       20170101000760100000005000 0500001450000190   
0601OWP5N       20170101000765100000005000 0500001520000198   
0601OWP5N       20170101000770100000005000 0500001590000206   
0601OWP5N       20170101000775100000005000 0500001650000212   
0601OWP5N       20170101000780100000005000 0500001720000220   
0601OWP5N       20170101000785100000005000 0500001780000226   
0601OWP5N       20170101000790100000005000 0500001850000233   
0601OWP5N       20170101000795100000005000 0500001910000239   
0601OWP5N       20170101000800100000005000 0500001980000247   
0601OWP5N       20170101000805100000005000 0500002050000254   
0601OWP5N       20170101000810100000005000 0500002120000261   
0601OWP5N       20170101000815100000005000 0500002180000267   
0601OWP5N       20170101000820100000005000 0500002250000274   
0601OWP5N       20170101000825100000005000 0500002310000279   
0601OWP5N       20170101000830100000005000 0500002380000286   
0601OWP5N       20170101000835100000005000 0500002440000291   
0601OWP5N       20170101000840100000005000 0500002510000298   
0601OWP5N       20170101000845100000005000 0500002580000304   
0601OWP5N       20170101000850100000005000 0500002650000311   
0601OWP5N       20170101000855100000005000 0500002710000316   
0601OWP5N       20170101000860100000005000 0500002780000322   
0601OWP5N       20170101000865100000005000 0500002850000329   
0601OWP5N       20170101000870100000005000 0500002900000332   
0601OWP5N       20170101000875100000005000 0500002970000338   
0601OWP5N       20170101000880100000005000 0500003040000344   
0601OWP5N       20170101000885100000005000 0500003110000350   
0601OWP5N       20170101000890100000005000 0500003170000355   
0601OWP5N       20170101000895100000005000 0500003240000361   
0601OWP5N       20170101000900100000005000 0500003310000367   
0601OWP5N       20170101000905100000005000 0500003380000372   
0601OWP5N       20170101000910100000005000 0500003430000376   
0601OWP5N       20170101000915100000005000 0500003500000381   
0601OWP5N       20170101000920100000005000 0500003570000387   
0601OWP5N       20170101000925100000005000 0500003640000392   
0601OWP5N       20170101000930100000005000 0500003700000397   
0601OWP5N       20170101000935100000005000 0500003770000402   
0601OWP5N       20170101000940100000005000 0500003840000407   
0601OWP5N       20170101000945100000005000 0500003910000413   
0601OWP5N       20170101000950100000005000 0500003960000416   
0601OWP5N       20170101000955100000005000 0500004030000421   
0601OWP5N       20170101000960100000005000 0500004100000426   
0601OWP5N       20170101000965100000005000 0500004170000431   
0601OWP5N       20170101000970100000005000 0500004230000435   
