00BL               20161213                                                                                   
0601BLH5N       20170101002295100000005000 0500041980001827   
0601BLH5N       20170101002300100000005000 0500042150001831   
0601BLH5N       20170101002305100000005000 0500042330001834   
0601BLH5N       20170101002310100000005000 0500042520001839   
0601BLH5N       20170101002315100000005000 0500042690001842   
0601BLH5N       20170101002320100000005000 0500042870001846   
0601BLH5N       20170101002325100000005000 0500043050001850   
0601BLH5N       20170101002330100000005000 0500043230001853   
0601BLH5N       20170101002335100000005000 0500043410001857   
0601BLH5N       20170101002340100000005000 0500043600001861   
0601BLH5N       20170101002345100000005000 0500043770001865   
0601BLH5N       20170101002350100000005000 0500043950001868   
0601BLH5N       20170101002355100000005000 0500044140001872   
0601BLH5N       20170101002360100000005000 0500044310001876   
0601BLH5N       20170101002365100000005000 0500044490001879   
0601BLH5N       20170101002370100000005000 0500044680001883   
0601BLH5N       20170101002375100000005000 0500044860001887   
0601BLH5N       20170101002380100000005000 0500045030001890   
0601BLH5N       20170101002385100000005000 0500045220001894   
0601BLH5N       20170101002390100000005000 0500045400001898   
0601BLH5N       20170101002395100000005000 0500045570001901   
0601BLH5N       20170101002400100000005000 0500045760001905   
0601BLH5N       20170101002405100000005000 0500045940001908   
0601BLH5N       20170101002410100000005000 0500046110001911   
0601BLH5N       20170101002415100000005000 0500046300001915   
0601BLH5N       20170101002420100000005000 0500046480001919   
0601BLH5N       20170101002425100000005000 0500046650001922   
0601BLH5N       20170101002430100000005000 0500046840001926   
0601BLH5N       20170101002435100000005000 0500047020001929   
0601BLH5N       20170101002440100000005000 0500047190001932   
0601BLH5N       20170101002445100000005000 0500047380001936   
0601BLH5N       20170101002450100000005000 0500047560001939   
0601BLH5N       20170101002455100000005000 0500047740001943   
0601BLH5N       20170101002460100000005000 0500047920001946   
0601BLH5N       20170101002465100000005000 0500048100001949   
0601BLH5N       20170101002470100000005000 0500048280001953   
0601BLH5N       20170101002475100000005000 0500048470001956   
0601BLH5N       20170101002480100000005000 0500048640001959   
0601BLH5N       20170101002485100000005000 0500048820001963   
0601BLH5N       20170101002490100000005000 0500049010001966   
0601BLH5N       20170101002495100000005000 0500049190001970   
0601BLH5N       20170101002500100000005000 0500049360001972   
0601BLH5N       20170101002505100000005000 0500049550001976   
0601BLH5N       20170101002510100000005000 0500049730001979   
0601BLH5N       20170101002515100000005000 0500049900001982   
0601BLH5N       20170101002520100000005000 0500050090001986   
0601BLH5N       20170101002525100000005000 0500050270001989   
0601BLH5N       20170101002530100000005000 0500050450001992   
0601BLH5N       20170101002535100000005000 0500050640001996   
0601BLH5N       20170101002540100000005000 0500050810001998   
0601BLH5N       20170101002545100000005000 0500050990002002   
0601BLH5N       20170101002550100000005000 0500051180002005   
0601BLH5N       20170101002555100000005000 0500051360002008   
0601BLH5N       20170101002560100000005000 0500051530002011   
0601BLH5N       20170101002565100000005000 0500051720002014   
0601BLH5N       20170101002570100000005000 0500051900002017   
0601BLH5N       20170101002575100000005000 0500052080002021   
0601BLH5N       20170101002580100000005000 0500052260002024   
0601BLH5N       20170101002585100000005000 0500052440002027   
0601BLH5N       20170101002590100000005000 0500052620002030   
0601BLH5N       20170101002595100000005000 0500052810002033   
0601BLH5N       20170101002600100000005000 0500052980002036   
0601BLH5N       20170101002605100000005000 0500053160002039   
0601BLH5N       20170101002610100000005000 0500053350002042   
0601BLH5N       20170101002615100000005000 0500053530002045   
0601BLH5N       20170101002620100000005000 0500053700002048   
0601BLH5N       20170101002625100000005000 0500053890002051   
0601BLH5N       20170101002630100000005000 0500054070002054   
0601BLH5N       20170101002635100000005000 0500054250002057   
0601BLH5N       20170101002640100000005000 0500054440002060   
0601BLH5N       20170101002645100000005000 0500054610002063   
0601BLH5N       20170101002650100000005000 0500054790002066   
0601BLH5N       20170101002655100000005000 0500054980002069   
0601BLH5N       20170101002660100000005000 0500055160002072   
0601BLH5N       20170101002665100000005000 0500055330002074   
0601BLH5N       20170101002670100000005000 0500055520002077   
0601BLH5N       20170101002675100000005000 0500055700002080   
0601BLH5N       20170101002680100000005000 0500055880002083   
0601BLH5N       20170101002685100000005000 0500056070002086   
0601BLH5N       20170101002690100000005000 0500056240002089   
0601BLH5N       20170101002695100000005000 0500056420002092   
0601BLH5N       20170101002700100000005000 0500056610002095   
0601BLH5N       20170101002705100000005000 0500056790002098   
0601BLH5N       20170101002710100000005000 0500056970002100   
0601BLH5N       20170101002715100000005000 0500057150002103   
0601BLH5N       20170101002720100000005000 0500057330002106   
0601BLH5N       20170101002725100000005000 0500057510002109   
0601BLH5N       20170101002730100000005000 0500057700002112   
0601BLH5N       20170101002735100000005000 0500057880002114   
0601BLH5N       20170101002740100000005000 0500058050002117   
0601BLH5N       20170101002745100000005000 0500058240002120   
0601BLH5N       20170101002750100000005000 0500058420002122   
0601BLH5N       20170101002755100000005000 0500058600002125   
0601BLH5N       20170101002760100000005000 0500058790002128   
0601BLH5N       20170101002765100000005000 0500058960002130   
0601BLH5N       20170101002770100000005000 0500059140002133   
0601BLH5N       20170101002775100000005000 0500059330002136   
0601BLH5N       20170101002780100000005000 0500059510002139   
0601BLH5N       20170101002785100000005000 0500059690002141   
0601BLH5N       20170101002790100000005000 0500059880002144   
0601BLH5N       20170101002795100000005000 0500060050002147   
0601BLH5N       20170101002800100000005000 0500060230002149   
0601BLH5N       20170101002805100000005000 0500060420002152   
0601BLH5N       20170101002810100000005000 0500060600002155   
0601BLH5N       20170101002815100000005000 0500060780002157   
0601BLH5N       20170101002820100000005000 0500060970002160   
0601BLH5N       20170101002825100000005000 0500061140002162   
0601BLH5N       20170101002830100000005000 0500061320002165   
0601BLH5N       20170101002835100000005000 0500061510002168   
0601BLH5N       20170101002840100000005000 0500061690002170   
0601BLH5N       20170101002845100000005000 0500061870002173   
0601BLH5N       20170101002850100000005000 0500062060002176   
0601BLH5N       20170101002855100000005000 0500062230002178   
0601BLH5N       20170101002860100000005000 0500062410002180   
0601BLH5N       20170101002865100000005000 0500062600002183   
0601BLH5N       20170101002870100000005000 0500062780002186   
0601BLH5N       20170101002875100000005000 0500062960002188   
0601BLH5N       20170101002880100000005000 0500063150002191   
0601BLH5N       20170101002885100000005000 0500063330002193   
0601BLH5N       20170101002890100000005000 0500063500002195   
0601BLH5N       20170101002895100000005000 0500063690002198   
0601BLH5N       20170101002900100000005000 0500063870002201   
0601BLH5N       20170101002905100000005000 0500064050002203   
0601BLH5N       20170101002910100000005000 0500064240002206   
0601BLH5N       20170101002915100000005000 0500064420002208   
0601BLH5N       20170101002920100000005000 0500064590002210   
0601BLH5N       20170101002925100000005000 0500064780002213   
0601BLH5N       20170101002930100000005000 0500064960002215   
0601BLH5N       20170101002935100000005000 0500065140002218   
0601BLH5N       20170101002940100000005000 0500065330002220   
0601BLH5N       20170101002945100000005000 0500065510002223   
0601BLH5N       20170101002950100000005000 0500065690002225   
0601BLH5N       20170101002955100000005000 0500065880002228   
0601BLH5N       20170101002960100000005000 0500066050002230   
0601BLH5N       20170101002965100000005000 0500066230002232   
0601BLH5N       20170101002970100000005000 0500066420002234   
0601BLH5N       20170101002975100000005000 0500066600002237   
0601BLH5N       20170101002980100000005000 0500066780002239   
0601BLH5N       20170101002985100000005000 0500066970002242   
0601BLH5N       20170101002990100000005000 0500067150002244   
0601BLH5N       20170101002995100000005000 0500067320002246   
0601BLH5N       20170101003000100000500000 0500076530002355   
0601BLH5N       20170101003500100000500000 0500094860002530   
0601BLH5N       20170101004000100000500000 0500113290002666   
0601BLH5N       20170101004500100000500000 0500131800002775   
0601BLH5N       20170101005000100000500000 0500150390002865   
0601BLH5N       20170101005500100000500000 0500169060002940   
0601BLH5N       20170101006000100000500000 0500187780003004   
0601BLH5N       20170101006500100000500000 0500206570003060   
0601BLH5N       20170101007000100000500000 0500225410003109   
0601BLH5N       20170101007500100000500000 0500244310003152   
0601BLH5N       20170101008000100000500000 0500263250003191   
0601BLH5N       20170101008500100000500000 0500282230003225   
0601BLH5N       20170101009000100000500000 0500300730003251   
0601BLH5N       20170101009500100000500000 0500319140003273   
0601BLH5N       20170101010000100005000000 0500420980003368   
0601BLH5N       20170101015000100005000000 0500608320003476   
0601BLH5N       20170101020000100005000000 0500797790003546   
0601BLH5N       20170101025000100005000000 0500966820003516   
0601BLH5N       20170101030000100005000000 0501159880003569   
0601BLH5N       20170101035000100005000000 0501340440003575   
0601BLH5N       20170101040000100005000000 0501521020003579   
0601BLH5N       20170101045000100005000000 0501701580003582   
0601BLH5N       20170101050000100005000000 0501882150003585   
0601BLH5N       20170101055000100005000000 0502062720003587   
0601BLH5N       20170101060000100005000000 0502243290003589   
0601BLH5N       20170101065000100005000000 0502423850003591   
