00SG               20161130                                                                                   
0601SGB4N       20170101000740100000005000 0400000000000034   
0601SGB4N       20170101000745100000005000 0400000000000040   
0601SGB4N       20170101000750100000005000 0400000000000044   
0601SGB4N       20170101000755100000005000 0400000000000050   
0601SGB4N       20170101000760100000005000 0400000000000054   
0601SGB4N       20170101000765100000005000 0400000000000058   
0601SGB4N       20170101000770100000005000 0400000000000064   
0601SGB4N       20170101000775100000005000 0400000000000068   
0601SGB4N       20170101000780100000005000 0400000000000074   
0601SGB4N       20170101000785100000005000 0400000000000078   
0601SGB4N       20170101000790100000005000 0400000000000084   
0601SGB4N       20170101000795100000005000 0400000000000089   
0601SGB4N       20170101000800100000005000 0400000000000098   
0601SGB4N       20170101000805100000005000 0400000000000104   
0601SGB4N       20170101000810100000005000 0400000000000112   
0601SGB4N       20170101000815100000005000 0400000000000121   
0601SGB4N       20170101000820100000005000 0400000000000127   
0601SGB4N       20170101000825100000005000 0400000000000135   
0601SGB4N       20170101000830100000005000 0400000000000140   
0601SGB4N       20170101000835100000005000 0400000000000149   
0601SGB4N       20170101000840100000005000 0400000000000157   
0601SGB4N       20170101000845100000005000 0400000000000162   
0601SGB4N       20170101000850100000005000 0400000000000170   
0601SGB4N       20170101000855100000005000 0400000000000175   
0601SGB4N       20170101000860100000005000 0400000000000183   
0601SGB4N       20170101000865100000005000 0400000000000191   
0601SGB4N       20170101000870100000005000 0400000000000196   
0601SGB4N       20170101000875100000005000 0400000000000203   
0601SGB4N       20170101000880100000005000 0400000000000211   
0601SGB4N       20170101000885100000005000 0400000000000215   
0601SGB4N       20170101000890100000005000 0400000000000223   
0601SGB4N       20170101000895100000005000 0400000000000227   
0601SGB4N       20170101000900100000005000 0400000000000235   
0601SGB4N       20170101000905100000005000 0400000000000242   
0601SGB4N       20170101000910100000005000 0400000000000246   
0601SGB4N       20170101000915100000005000 0400000000000253   
0601SGB4N       20170101000920100000005000 0400000000000257   
0601SGB4N       20170101000925100000005000 0400000000000264   
0601SGB4N       20170101000930100000005000 0400000000000271   
0601SGB4N       20170101000935100000005000 0400000000000275   
0601SGB4N       20170101000940100000005000 0400000000000282   
0601SGB4N       20170101000945100000005000 0400000000000285   
0601SGB4N       20170101000950100000005000 0400000000000292   
0601SGB4N       20170101000955100000005000 0400000000000299   
0601SGB4N       20170101000960100000005000 0400000000000302   
0601SGB4N       20170101000965100000005000 0400000000000309   
0601SGB4N       20170101000970100000005000 0400000000000312   
0601SGB4N       20170101000975100000005000 0400000000000319   
0601SGB4N       20170101000980100000005000 0400000000000325   
0601SGB4N       20170101000985100000005000 0400000000000328   
0601SGB4N       20170101000990100000005000 0400000000000334   
0601SGB4N       20170101000995100000005000 0400000000000341   
0601SGB4N       20170101001000100000005000 0400000000000344   
0601SGB4N       20170101001005100000005000 0400000000000350   
0601SGB4N       20170101001010100000005000 0400000000000353   
0601SGB4N       20170101001015100000005000 0400000000000359   
0601SGB4N       20170101001020100000005000 0400000000000365   
0601SGB4N       20170101001025100000005000 0400000000000368   
0601SGB4N       20170101001030100000005000 0400000000000374   
0601SGB4N       20170101001035100000005000 0400000000000377   
0601SGB4N       20170101001040100000005000 0400000000000382   
0601SGB4N       20170101001045100000005000 0400000000000388   
0601SGB4N       20170101001050100000005000 0400000000000391   
0601SGB4N       20170101001055100000005000 0400000000000396   
0601SGB4N       20170101001060100000005000 0400000000000399   
0601SGB4N       20170101001065100000005000 0400000000000404   
0601SGB4N       20170101001070100000005000 0400000000000410   
0601SGB4N       20170101001075100000005000 0400000000000413   
0601SGB4N       20170101001080100000005000 0400000000000418   
0601SGB4N       20170101001085100000005000 0400000000000423   
0601SGB4N       20170101001090100000005000 0400000000000426   
0601SGB4N       20170101001095100000005000 0400000000000431   
0601SGB4N       20170101001100100000005000 0400000000000433   
0601SGB4N       20170101001105100000005000 0400000000000438   
0601SGB4N       20170101001110100000005000 0400000000000443   
0601SGB4N       20170101001115100000005000 0400000000000446   
0601SGB4N       20170101001120100000005000 0400000000000452   
0601SGB4N       20170101001125100000005000 0400000000000456   
0601SGB4N       20170101001130100000005000 0400000000000463   
0601SGB4N       20170101001135100000005000 0400000000000470   
0601SGB4N       20170101001140100000005000 0400000000000474   
0601SGB4N       20170101001145100000005000 0400000000000480   
0601SGB4N       20170101001150100000005000 0400000000000484   
0601SGB4N       20170101001155100000005000 0400000000000491   
0601SGB4N       20170101001160100000005000 0400000000000498   
0601SGB4N       20170101001165100000005000 0400000000000503   
0601SGB4N       20170101001170100000005000 0400000000000511   
0601SGB4N       20170101001175100000005000 0400000000000516   
0601SGB4N       20170101001180100000005000 0400000000000525   
0601SGB4N       20170101001185100000005000 0400000000000532   
0601SGB4N       20170101001190100000005000 0400000000000537   
0601SGB4N       20170101001195100000005000 0400000000000545   
0601SGB4N       20170101001200100000005000 0400000000000553   
0601SGB4N       20170101001205100000005000 0400000000000558   
0601SGB4N       20170101001210100000005000 0400000000000565   
0601SGB4N       20170101001215100000005000 0400000000000570   
0601SGB4N       20170101001220100000005000 0400000000000577   
0601SGB4N       20170101001225100000005000 0400000000000585   
0601SGB4N       20170101001230100000005000 0400000000000589   
0601SGB4N       20170101001235100000005000 0400000000000597   
0601SGB4N       20170101001240100000005000 0400000000000601   
0601SGB4N       20170101001245100000005000 0400000000000608   
0601SGB4N       20170101001250100000005000 0400000000000614   
0601SGB4N       20170101001255100000005000 0400000000000618   
0601SGB4N       20170101001260100000005000 0400000000000625   
0601SGB4N       20170101001265100000005000 0400000000000631   
0601SGB4N       20170101001270100000005000 0400000000000635   
0601SGB4N       20170101001275100000005000 0400000000000642   
0601SGB4N       20170101001280100000005000 0400000000000649   
0601SGB4N       20170101001285100000005000 0400000000000653   
0601SGB4N       20170101001290100000005000 0400000000000660   
0601SGB4N       20170101001295100000005000 0400000000000666   
0601SGB4N       20170101001300100000005000 0400000000000670   
0601SGB4N       20170101001305100000005000 0400000000000677   
0601SGB4N       20170101001310100000005000 0400000000000683   
0601SGB4N       20170101001315100000005000 0400000000000687   
0601SGB4N       20170101001320100000005000 0400000000000694   
0601SGB4N       20170101001325100000005000 0400000000000700   
0601SGB4N       20170101001330100000005000 0400000000000704   
0601SGB4N       20170101001335100000005000 0400000000000710   
0601SGB4N       20170101001340100000005000 0400000000000716   
0601SGB4N       20170101001345100000005000 0400000000000720   
0601SGB4N       20170101001350100000005000 0400000000000726   
0601SGB4N       20170101001355100000005000 0400000000000732   
0601SGB4N       20170101001360100000005000 0400000000000736   
0601SGB4N       20170101001365100000005000 0400000000000742   
0601SGB4N       20170101001370100000005000 0400000000000748   
0601SGB4N       20170101001375100000005000 0400000000000751   
0601SGB4N       20170101001380100000005000 0400000000000757   
0601SGB4N       20170101001385100000005000 0400000000000763   
0601SGB4N       20170101001390100000005000 0400000000000766   
0601SGB4N       20170101001395100000005000 0400000000000772   
0601SGB4N       20170101001400100000005000 0400000000000778   
0601SGB4N       20170101001405100000005000 0400000000000782   
0601SGB4N       20170101001410100000005000 0400000000000788   
0601SGB4N       20170101001415100000005000 0400000000000794   
0601SGB4N       20170101001420100000005000 0400000000000797   
0601SGB4N       20170101001425100000005000 0400000000000803   
0601SGB4N       20170101001430100000005000 0400000000000809   
0601SGB4N       20170101001435100000005000 0400000000000812   
0601SGB4N       20170101001440100000005000 0400000000000818   
0601SGB4N       20170101001445100000005000 0400000000000824   
0601SGB4N       20170101001450100000005000 0400000000000827   
0601SGB4N       20170101001455100000005000 0400000000000833   
0601SGB4N       20170101001460100000005000 0400000000000838   
0601SGB4N       20170101001465100000005000 0400000000000842   
0601SGB4N       20170101001470100000005000 0400000000000847   
0601SGB4N       20170101001475100000005000 0400000000000853   
0601SGB4N       20170101001480100000005000 0400000000000856   
0601SGB4N       20170101001485100000005000 0400000000000862   
0601SGB4N       20170101001490100000005000 0400000000000867   
0601SGB4N       20170101001495100000005000 0400000000000870   
0601SGB4N       20170101001500100000005000 0400000000000875   
0601SGB4N       20170101001505100000005000 0400000000000881   
0601SGB4N       20170101001510100000005000 0400000000000884   
0601SGB4N       20170101001515100000005000 0400000000000890   
0601SGB4N       20170101001520100000005000 0400000000000895   
0601SGB4N       20170101001525100000005000 0400000000000898   
0601SGB4N       20170101001530100000005000 0400000000000904   
0601SGB4N       20170101001535100000005000 0400000000000909   
0601SGB4N       20170101001540100000005000 0400000000000912   
0601SGB4N       20170101001545100000005000 0400000000000918   
0601SGB4N       20170101001550100000005000 0400000000000923   
0601SGB4N       20170101001555100000005000 0400000000000926   
0601SGB4N       20170101001560100000005000 0400000000000931   
0601SGB4N       20170101001565100000005000 0400000000000936   
0601SGB4N       20170101001570100000005000 0400000000000939   
