00AG               20161121                                                                                   
0601AGC6Y       20170101000380100000005000 0600000070000020   
0601AGC6Y       20170101000385100000005000 0600000110000030   
0601AGC6Y       20170101000390100000005000 0600000150000040   
0601AGC6Y       20170101000395100000005000 0600000150000040   
0601AGC6Y       20170101000400100000005000 0600000200000050   
0601AGC6Y       20170101000405100000005000 0600000200000050   
0601AGC6Y       20170101000410100000005000 0600000200000050   
0601AGC6Y       20170101000415100000005000 0600000250000060   
0601AGC6Y       20170101000420100000005000 0600000290000070   
0601AGC6Y       20170101000425100000005000 0600000290000070   
0601AGC6Y       20170101000430100000005000 0600000340000080   
0601AGC6Y       20170101000435100000005000 0600000350000080   
0601AGC6Y       20170101000440100000005000 0600000390000090   
0601AGC6Y       20170101000445100000005000 0600000440000100   
0601AGC6Y       20170101000450100000005000 0600000490000110   
0601AGC6Y       20170101000455100000005000 0600000500000110   
0601AGC6Y       20170101000460100000005000 0600000550000120   
0601AGC6Y       20170101000465100000005000 0600000600000130   
0601AGC6Y       20170101000470100000005000 0600000660000140   
0601AGC6Y       20170101000475100000005000 0600000710000150   
0601AGC6Y       20170101000480100000005000 0600000720000150   
0601AGC6Y       20170101000485100000005000 0600000780000160   
0601AGC6Y       20170101000490100000005000 0600000830000170   
0601AGC6Y       20170101000495100000005000 0600000840000170   
0601AGC6Y       20170101000500100000005000 0600000900000180   
0601AGC6Y       20170101000505100000005000 0600000960000190   
0601AGC6Y       20170101000510100000005000 0600000970000190   
0601AGC6Y       20170101000515100000005000 0600001030000200   
0601AGC6Y       20170101000520100000005000 0600001090000210   
0601AGC6Y       20170101000525100000005000 0600001100000210   
0601AGC6Y       20170101000530100000005000 0600001170000220   
0601AGC6Y       20170101000535100000005000 0600001230000230   
0601AGC6Y       20170101000540100000005000 0600001240000230   
0601AGC6Y       20170101000545100000005000 0600001310000240   
0601AGC6Y       20170101000550100000005000 0600001320000240   
0601AGC6Y       20170101000555100000005000 0600001390000250   
0601AGC6Y       20170101000560100000005000 0600001400000250   
0601AGC6Y       20170101000565100000005000 0600001470000260   
0601AGC6Y       20170101000570100000005000 0600001540000270   
0601AGC6Y       20170101000575100000005000 0600001550000270   
0601AGC6Y       20170101000580100000005000 0600001630000280   
0601AGC6Y       20170101000585100000005000 0600001640000280   
0601AGC6Y       20170101000590100000005000 0600001710000290   
0601AGC6Y       20170101000595100000005000 0600001730000290   
0601AGC6Y       20170101000600100000005000 0600001800000300   
0601AGC6Y       20170101000605100000005000 0600001880000310   
0601AGC6Y       20170101000610100000005000 0600001890000310   
0601AGC6Y       20170101000615100000005000 0600001970000320   
0601AGC6Y       20170101000620100000005000 0600001990000320   
0601AGC6Y       20170101000625100000005000 0600002070000330   
0601AGC6Y       20170101000630100000005000 0600002080000330   
0601AGC6Y       20170101000635100000005000 0600002160000340   
0601AGC6Y       20170101000640100000005000 0600002180000340   
0601AGC6Y       20170101000645100000005000 0600002260000350   
0601AGC6Y       20170101000650100000005000 0600002280000350   
0601AGC6Y       20170101000655100000005000 0600002360000360   
0601AGC6Y       20170101000660100000005000 0600002380000360   
0601AGC6Y       20170101000665100000005000 0600002460000370   
0601AGC6Y       20170101000670100000005000 0600002480000370   
0601AGC6Y       20170101000675100000005000 0600002570000380   
0601AGC6Y       20170101000680100000005000 0600002590000380   
0601AGC6Y       20170101000685100000005000 0600002680000390   
0601AGC6Y       20170101000690100000005000 0600002700000390   
0601AGC6Y       20170101000695100000005000 0600002790000400   
0601AGC6Y       20170101000700100000005000 0600002880000410   
0601AGC6Y       20170101000705100000005000 0600002900000410   
0601AGC6Y       20170101000710100000005000 0600002990000420   
0601AGC6Y       20170101000715100000005000 0600003010000420   
0601AGC6Y       20170101000720100000005000 0600003100000430   
0601AGC6Y       20170101000725100000005000 0600003120000430   
0601AGC6Y       20170101000730100000005000 0600003220000440   
0601AGC6Y       20170101000735100000005000 0600003240000440   
0601AGC6Y       20170101000740100000005000 0600003340000450   
0601AGC6Y       20170101000745100000005000 0600003360000450   
0601AGC6Y       20170101000750100000005000 0600003460000460   
0601AGC6Y       20170101000755100000005000 0600003480000460   
0601AGC6Y       20170101000760100000005000 0600003580000470   
0601AGC6Y       20170101000765100000005000 0600003600000470   
0601AGC6Y       20170101000770100000005000 0600003700000480   
0601AGC6Y       20170101000775100000005000 0600003730000480   
0601AGC6Y       20170101000780100000005000 0600003830000490   
0601AGC6Y       20170101000785100000005000 0600003850000490   
0601AGC6Y       20170101000790100000005000 0600003960000500   
0601AGC6Y       20170101000795100000005000 0600003980000500   
0601AGC6Y       20170101000800100000005000 0600004090000510   
0601AGC6Y       20170101000805100000005000 0600004110000510   
0601AGC6Y       20170101000810100000005000 0600004220000520   
0601AGC6Y       20170101000815100000005000 0600004250000520   
0601AGC6Y       20170101000820100000005000 0600004270000520   
0601AGC6Y       20170101000825100000005000 0600004380000530   
0601AGC6Y       20170101000830100000005000 0600004410000530   
0601AGC6Y       20170101000835100000005000 0600004520000540   
0601AGC6Y       20170101000840100000005000 0600004540000540   
0601AGC6Y       20170101000845100000005000 0600004660000550   
0601AGC6Y       20170101000850100000005000 0600004680000550   
0601AGC6Y       20170101000855100000005000 0600004800000560   
0601AGC6Y       20170101000860100000005000 0600004830000560   
0601AGC6Y       20170101000865100000005000 0600004940000570   
0601AGC6Y       20170101000870100000005000 0600004970000570   
0601AGC6Y       20170101000875100000005000 0600005080000580   
0601AGC6Y       20170101000880100000005000 0600005110000580   
0601AGC6Y       20170101000885100000005000 0600005230000590   
0601AGC6Y       20170101000890100000005000 0600005260000590   
0601AGC6Y       20170101000895100000005000 0600005380000600   
0601AGC6Y       20170101000900100000005000 0600005410000600   
0601AGC6Y       20170101000905100000005000 0600005530000610   
0601AGC6Y       20170101000910100000005000 0600005560000610   
0601AGC6Y       20170101000915100000005000 0600005680000620   
0601AGC6Y       20170101000920100000005000 0600005710000620   
0601AGC6Y       20170101000925100000005000 0600005840000630   
0601AGC6Y       20170101000930100000005000 0600005870000630   
0601AGC6Y       20170101000935100000005000 0600005900000630   
0601AGC6Y       20170101000940100000005000 0600006030000640   
0601AGC6Y       20170101000945100000005000 0600006150000650   
0601AGC6Y       20170101000950100000005000 0600006190000650   
0601AGC6Y       20170101000955100000005000 0600006310000660   
0601AGC6Y       20170101000960100000005000 0600006350000660   
0601AGC6Y       20170101000965100000005000 0600006480000670   
0601AGC6Y       20170101000970100000005000 0600006610000680   
0601AGC6Y       20170101000975100000005000 0600006640000680   
0601AGC6Y       20170101000980100000005000 0600006770000690   
0601AGC6Y       20170101000985100000005000 0600006810000690   
0601AGC6Y       20170101000990100000005000 0600006940000700   
0601AGC6Y       20170101000995100000005000 0600006980000700   
0601AGC6Y       20170101001000100000050000 0600000000000730   
0601AGC6Y       20170101001050100000050000 0600000000000790   
0601AGC6Y       20170101001100100000050000 0600000000000840   
0601AGC6Y       20170101001150100000050000 0600000000000890   
0601AGC6Y       20170101001200100000050000 0600000000000940   
0601AGC6Y       20170101001250100000050000 0600000000000990   
0601AGC6Y       20170101001300100000050000 0600000000001040   
0601AGC6Y       20170101001350100000050000 0600000000001080   
0601AGC6Y       20170101001400100000050000 0600000000001130   
0601AGC6Y       20170101001450100000050000 0600000000001180   
0601AGC6Y       20170101001500100000050000 0600000000001230   
0601AGC6Y       20170101001550100000050000 0600000000001280   
0601AGC6Y       20170101001600100000050000 0600000000001330   
0601AGC6Y       20170101001650100000050000 0600000000001380   
0601AGC6Y       20170101001700100000050000 0600000000001420   
0601AGC6Y       20170101001750100000050000 0600000000001470   
0601AGC6Y       20170101001800100000050000 0600000000001510   
0601AGC6Y       20170101001850100000050000 0600000000001550   
0601AGC6Y       20170101001900100000050000 0600000000001590   
0601AGC6Y       20170101001950100000050000 0600000000001620   
0601AGC6Y       20170101002000100000050000 0600000000001660   
0601AGC6Y       20170101002050100000050000 0600000000001690   
0601AGC6Y       20170101002100100000050000 0600000000001720   
0601AGC6Y       20170101002150100000050000 0600000000001760   
0601AGC6Y       20170101002200100000050000 0600000000001790   
0601AGC6Y       20170101002250100000050000 0600000000001820   
0601AGC6Y       20170101002300100000050000 0600000000001840   
0601AGC6Y       20170101002350100000050000 0600000000001870   
0601AGC6Y       20170101002400100000050000 0600000000001900   
0601AGC6Y       20170101002450100000050000 0600000000001920   
0601AGC6Y       20170101002500100000050000 0600000000001950   
0601AGC6Y       20170101002550100000050000 0600000000001970   
0601AGC6Y       20170101002600100000050000 0600000000001990   
0601AGC6Y       20170101002650100000050000 0600000000002020   
0601AGC6Y       20170101002700100000050000 0600000000002040   
0601AGC6Y       20170101002750100000050000 0600000000002060   
0601AGC6Y       20170101002800100000050000 0600000000002080   
0601AGC6Y       20170101002850100000050000 0600000000002100   
0601AGC6Y       20170101002900100000050000 0600000000002110   
0601AGC6Y       20170101002950100000050000 0600000000002130   
0601AGC6Y       20170101003000100000500000 0600000000002220   
0601AGC6Y       20170101003500100000500000 0600000000002360   
0601AGC6Y       20170101004000100000500000 0600000000002480   
0601AGC6Y       20170101004500100000500000 0600000000002560   
0601AGC6Y       20170101005000100000500000 0600000000002640   
0601AGC6Y       20170101005500100000500000 0600000000002690   
0601AGC6Y       20170101006000100000500000 0600000000002740   
0601AGC6Y       20170101006500100000500000 0600000000002790   
0601AGC6Y       20170101007000100000500000 0600000000002840   
0601AGC6Y       20170101007500100000500000 0600000000002880   
0601AGC6Y       20170101008000100000500000 0600000000002910   
0601AGC6Y       20170101008500100000500000 0600000000002940   
0601AGC6Y       20170101009000100000500000 0600000000002960   
0601AGC6Y       20170101009500100000500000 0600000000002980   
0601AGD0N       20170101000000100009999900 0000000000001000   
0601AGD0Y       20170101000000100009999900 0000000000001000   
0601AGE0N       20170101000000100009999900 0000000000000500   
0601AGE0Y       20170101000000100009999900 0000000000000500   
0601AGH1N       20170101000000100000025000 0100000020000000   
0601AGH1N       20170101000025100000005000 0100000020000000   
0601AGH1N       20170101000030100000005000 0100000020000000   
0601AGH1N       20170101000035100000005000 0100000020000000   
